name;east;north;up;value;dist_1;value_1;dist_2;value_2;dist_3;value_3;dist_4;value_4;dist_5;value_5;dist_6;value_6;dist_7;value_7;dist_8;value_8;dist_9;value_9;dist_10;value_10;dist_11;value_11;dist_12;value_12;dist_13;value_13;dist_14;value_14;dist_15;value_15;dist_16;value_16;dist_17;value_17;dist_18;value_18;dist_19;value_19;dist_20;value_20;dist_21;value_21;dist_22;value_22;dist_23;value_23;dist_24;value_24;dist_25;value_25;dist_26;value_26;dist_27;value_27;dist_28;value_28;dist_29;value_29;dist_30;value_30;dist_31;value_31;dist_32;value_32;dist_33;value_33;dist_34;value_34;dist_35;value_35;dist_36;value_36;dist_37;value_37;dist_38;value_38;dist_39;value_39;dist_40;value_40;dist_41;value_41;dist_42;value_42;dist_43;value_43;dist_44;value_44;dist_45;value_45;dist_46;value_46;dist_47;value_47;dist_48;value_48;dist_49;value_49;dist_50;value_50;unix;doy
Meinerzhagen-Redlendorf;32403985.43;5660716.13;380;34.8;11996.009215171978;25.6;13293.227386441566;25.3;16560.360097222732;32.3;17298.158253586313;23.5;17832.42170493299;23.8;19375.293480699416;37.3;20984.14639403673;36.1;21561.57120273356;21.1;22836.323287363168;27.7;25750.321274743532;27.9;26493.16048035585;24.6;27346.121492335347;14.8;28405.637966782764;22.9;28816.0548536756;13.4;31669.630052686407;43.7;32219.66822303592;17.1;32712.201960322567;26.2;33690.006889647404;38.2;33847.639388479794;23.3;36852.078800659816;10.6;37939.278891266105;32.9;39114.44482573107;30.9;39623.86268932453;37.2;41521.176780168826;16.7;41591.481514514;13.3;43647.572443526566;12.4;46555.605095602696;22.4;46681.78057300211;10.4;47019.60124896818;25.7;48148.926508188895;12.2;48238.627302244895;11.2;49982.98083642448;14.8;50001.22374545664;35.1;51001.37046719999;7.3;52319.2513848979;43.1;52676.06366114122;10.7;53167.28152230159;17.0;54089.74078931125;14.8;54558.428037798185;18.7;55138.30233007616;34.5;56625.73669424452;10.5;56888.27631121399;12.8;56915.208878738624;7.0;57026.34142893795;22.6;57900.899978389774;29.9;58480.55663144787;23.6;58528.5739119496;7.3;59717.27579941966;19.6;61016.203108070185;17.9;63205.04811842361;11.8;1504828800;251
Meschede;32449212.8;5687720.79;348;10.7;10391.978630487334;7.3;13993.244724770193;10.4;15821.799880397097;11.8;18846.563757767595;23.3;20931.256330101867;3.7;22382.367093523262;14.8;23272.336300485324;17.9;23687.28334176392;10.4;24661.158063079583;12.2;26488.80466140695;13.3;27690.001271404897;5.7;28151.481180117775;13.4;29591.76078485089;14.8;31310.665421769376;21.1;31743.71798811189;6.0;33924.360954843156;11.8;36008.18018932067;22.4;36202.215502066916;14.3;36934.64253493387;23.8;37519.29865936352;22.6;37714.97893738244;12.8;40041.67449393639;17.0;41951.512395850565;1.8;44810.35182433259;24.6;45031.97801929169;23.5;46518.50536294704;12.4;46625.84220263409;21.6;49417.53792597311;11.2;50739.79395556988;10.5;50925.52590208796;34.5;52676.06366114122;34.8;53496.96534099247;3.5;53519.617013415285;27.7;53547.849625625;24.2;55804.72258251551;25.6;56923.83088373844;36.1;57265.99471556026;10.6;58930.82593477086;18.4;59504.71407573768;4.3;61298.47022369429;1.5;62268.003655503926;32.3;63412.48493198094;13.5;64780.25376098816;38.2;65344.36411681742;25.3;65471.421257477814;27.9;65617.99696523821;7.3;66657.21310141972;23.6;66821.1462118359;37.3;70454.76993519119;22.1;70568.25868431144;18.5;1504828800;251
Monschau-Kalterherberg;32302109.07;5600193.98;535;29.7;15877.810961239767;15.6;17771.981125425173;20.9;22661.218127771826;16.4;22960.350719942515;11.5;26099.5101093134;17.2;27840.948588789677;18.0;35641.37124188675;10.2;39276.40014968416;11.0;40464.4502160773;13.5;46397.35646152685;9.9;46749.47642034153;8.7;53459.378961954884;7.9;58417.70328206714;26.7;59195.57080559289;12.1;59588.38358041152;10.9;61560.86742195304;26.6;61888.00760351571;31.5;66717.26843873462;19.6;68831.72333279156;23.7;72794.99306734082;7.0;73657.13924920754;14.8;75311.89256132267;25.7;77237.46299141059;16.7;80257.36803332732;18.7;86670.27036286988;14.8;87068.27151086982;12.4;87195.18056790056;17.2;88080.6958353581;30.9;89805.12267121319;26.2;90136.7012641031;22.9;92957.31610665114;32.9;94876.27671766856;27.0;98257.71856792466;43.7;100432.42283802775;17.1;100708.73821035688;37.2;106067.31254328658;25.3;106551.65472568924;43.1;107011.34558422196;37.3;108396.92295952108;8.8;111557.30676566892;32.3;111867.01009469065;29.9;113175.23943192884;27.9;115303.7260581382;14.8;117269.45653269545;25.6;118497.87927415373;34.8;120059.48671798727;36.1;120474.72217690245;38.2;124271.77792702355;14.6;124686.38196297955;27.7;129177.38893360992;23.5;1504828800;251
Morsbach;32409607.18;5635587.43;227;27.9;12318.960309071535;27.7;13068.802333688684;17.1;14048.49802822396;25.6;19827.197475652432;10.6;22080.80362503539;24.6;24286.729902304054;26.2;25750.321274743532;34.8;27325.32760792411;12.4;29282.303986779352;25.3;30062.95276583916;23.8;31355.281915110616;7.3;32909.440129276096;22.9;37232.09633871565;11.2;37323.87149000669;13.4;39033.136016571916;32.3;39274.409205060285;16.7;39525.54278845209;37.3;39556.35854367611;14.8;39781.94373526832;21.1;42589.813998360885;7.0;42604.33294294884;23.5;43181.39394142145;22.4;46008.385369206466;10.5;46107.90808144369;36.1;47749.395542280996;17.0;48200.495356625426;23.3;48412.46613782557;14.8;48793.6544363151;43.7;51918.691418078386;30.9;53019.24525385602;12.8;53346.83257212;32.9;53677.72054843091;25.7;53839.60154078985;10.9;54703.382711587736;10.4;58281.455115190976;38.2;58654.313288171346;37.2;60594.12781604992;7.9;63126.9248895721;13.3;64612.030062301776;17.9;65471.421257477814;10.7;66466.7522618447;19.6;66793.75513681727;18.7;67397.23814800795;9.9;69047.21789502815;12.2;70890.88886116982;11.8;73053.03728975043;43.1;73903.85424633887;7.3;73936.16675824093;14.8;75067.49937042479;35.1;76074.15726310996;11.0;1504828800;251
Möhnesee (Möhnetalsperre);32435012.86;5705021.63;234;14.8;6792.854541721095;12.2;9917.311263575692;10.4;13337.693536084487;13.3;15353.266409688847;22.6;15610.744495125084;7.3;22382.367093523262;10.7;25711.628054039014;3.7;26750.45542503759;14.8;27547.515896022218;23.3;27769.12147575061;11.8;30272.336568308594;34.5;32567.7088147226;21.6;34197.984983716364;10.4;34277.87665144893;21.1;36585.25768631607;18.4;37177.057835587824;11.8;40011.296006714285;13.4;40221.525794746805;23.5;41653.511637763055;5.7;43119.74365751998;12.4;43969.064981371965;23.8;45651.462983126214;17.9;47144.02544191542;23.6;47467.93949726782;24.2;47685.716821367394;6.0;48455.23745120392;18.5;49606.57861297384;36.1;49889.330617402695;1.8;53317.80624583746;38.2;54089.74078931125;34.8;54481.85098173322;20.2;54619.64314169248;10.6;55171.70506150914;35.1;55282.938179559314;22.4;56998.445836258186;24.6;57712.8735334163;32.3;57852.736082627904;14.3;57981.164372182575;11.1;59015.33061374862;12.8;59238.186538868526;12.5;59613.541043527206;3.5;60059.428195767614;14.9;60455.218259048124;17.0;61460.62859919497;25.6;61697.31299946568;22.1;62265.599520070115;37.3;62743.84828347414;13.5;63537.62976737276;27.7;64336.4766995258;25.3;66680.66758288117;27.0;1504828800;251
Mönchengladbach-Hilderath;32315352.39;5667738.12;77;23.7;7066.388226081598;31.5;16965.967962850373;12.1;18548.049264450638;17.2;20597.491242578766;26.7;21755.80693961492;14.8;22251.98623051224;8.7;33400.181810860515;26.6;33510.46356802597;10.2;33870.359341396164;27.0;33926.9537338821;19.6;34353.826943783155;18.7;41158.651388942046;8.8;46029.768531187176;25.7;48254.46676486953;14.8;49874.08190707967;30.9;49902.237764522186;43.1;51034.390637514494;11.5;51246.571811670656;32.9;52098.534832362384;29.9;53089.31444851704;37.2;54031.75918217118;15.6;55579.544582409275;9.9;57666.036694012284;14.6;57824.81675179924;43.7;59644.8845654057;17.2;62989.35101867082;10.2;63298.91966448714;16.7;64111.06711778407;6.2;64379.5183292679;11.1;66714.53422033157;22.9;67490.68126691633;11.4;68794.77813827341;10.9;68831.72333279156;29.7;69687.01756984515;25.6;69779.99097600579;7.9;70323.37602091247;37.3;70677.65653171956;11.0;71038.22809220722;16.4;72034.96064261165;38.2;72474.58058958345;9.0;73253.31334522084;14.8;74234.3494289128;35.1;74425.56932474455;32.3;76196.06803330568;25.3;77820.47961443603;26.2;78428.54841238991;36.1;80225.85900954963;20.9;80521.74921059153;7.0;81315.00657114446;18.0;85543.63231350991;12.4;1504828800;251
Münster/Osnabrück;32410811.52;5776787.48;48;19.8;9950.648937399475;13.7;11935.755446141675;15.4;12230.356049996299;14.5;17216.5669402858;17.4;17565.036988134452;12.5;20932.333237907744;19.2;24434.5384473894;11.9;34586.56619771067;11.1;39346.860759538635;10.6;41620.23029903672;20.9;41988.426456339424;18.4;42726.31307434176;18.5;46790.53870647864;14.9;52111.02775846458;14.1;52499.55766104453;14.2;53037.264547713115;20.2;54974.923055490515;13.8;56534.1170271598;12.5;57214.191535433514;21.6;61138.90014951352;34.5;62808.045721720555;24.6;63110.68885911634;23.6;63455.84096431232;22.6;65196.782652283;22.1;68608.76665236788;27.0;69030.06044114473;7.7;70127.81119171923;12.3;71331.8430574333;24.2;72327.66623202364;17.4;73540.99363915541;11.8;73657.33220408301;10.4;75736.8911430762;14.8;75820.73622069716;25.6;76896.86960790334;27.1;76911.77201475855;12.4;77110.31530214491;12.2;78639.42678180222;35.1;80974.31350191313;13.3;83425.72985707475;20.9;87267.82575663153;3.7;87459.95594316277;7.3;87535.61581199704;13.5;88306.32293514074;14.6;89257.33035672002;11.4;90898.32810640526;11.1;92477.13036043703;38.2;94249.2347840831;6.0;94372.00173220577;14.8;95560.27219126154;29.9;96992.90475697003;10.7;1504828800;251
Münstereifel, Bad;32341342.73;5602013.13;320;11.0;15555.611793385966;7.9;16371.776415782195;17.2;17407.68195001956;16.4;18299.387477423865;9.9;18341.225480676007;13.5;20779.07440388161;18.0;22667.73930590191;10.9;27623.862809689126;11.5;30450.80550754122;20.9;33550.48046949081;15.6;34151.557326720314;7.0;36959.184356024016;14.8;39276.40014968416;29.7;43558.16291949525;10.2;44971.21617359179;16.7;49068.5038262312;12.4;49403.473508248535;19.6;51379.493508909676;25.7;51809.456610122535;8.7;54319.90012806293;26.2;54642.929473184864;12.1;58909.824280250905;22.9;63046.24543536487;17.1;63424.417751680616;18.7;64416.73419697199;30.9;65668.33296309844;31.5;69856.08054375187;32.9;70677.65653171956;23.7;71723.04899017193;26.7;73306.112615497;43.7;74909.65513508492;25.3;76074.15726310996;27.9;78700.6544922535;37.3;79122.76546653484;37.2;81267.83042479285;26.6;82275.57890728183;25.6;82816.39550376312;32.3;83151.34135823045;27.0;85408.28067720907;17.2;85849.59913878402;34.8;88078.0133067992;27.7;89480.60580181755;43.1;92304.287506298;14.8;92400.2314322668;36.1;93660.41764295056;10.6;96277.8002898576;29.9;96316.1809678342;38.2;97911.6679134311;24.6;99233.93133008783;7.3;99263.49738187867;23.5;1504828800;251
Netphen (Lahnhof);32446733.43;5638366.2;613;11.2;8902.419055566925;10.5;13281.714489786391;17.0;13667.588138263527;22.4;17505.093638189657;7.3;17906.659146677528;10.6;18857.66225272446;12.8;21747.52135362605;24.6;28188.600946491875;27.7;30296.358031830376;13.4;35247.990104695564;23.8;35428.94871708258;10.4;36179.02031077834;17.9;37232.09633871565;27.9;39878.19030443623;25.6;41378.929081997056;23.3;43504.172823747824;21.1;44871.008325071016;14.3;46254.92527357207;11.8;48238.627302244895;34.8;49312.8298719647;17.1;49417.53792597311;10.7;51902.46273434972;14.8;57352.092441905676;23.5;59195.58602823564;25.3;59788.61209361282;7.3;61518.211376760475;26.2;62557.81111920207;12.4;62710.853246672275;13.3;63060.48130350436;6.0;64416.993657282976;5.7;64779.516179313396;32.3;65918.45162549513;12.2;67114.26058061216;36.1;67460.2379335605;37.3;67679.10867180335;14.8;68285.52748639775;3.7;68441.44196568838;22.9;72351.34776039782;10.4;76044.84733968988;14.8;76419.77233830617;16.7;77348.05533604778;7.0;79320.44528451996;43.7;79749.63845079241;38.2;79768.79132747604;22.6;81220.11739114657;1.8;82878.79449611009;11.8;85149.95690504277;32.9;85178.90048043642;30.9;87150.4646518347;34.5;87811.05623355281;37.2;1504828800;251
Nettetal-Hülst;32304898.96;5686817.95;45;14.8;16941.459262640485;17.2;21755.80693961492;23.7;21921.055779968272;8.8;26854.021414464583;31.5;29508.752264901366;26.7;35474.749152659824;26.6;38589.78665676743;12.1;39568.524589199704;27.0;41913.208887175904;14.8;42085.80735552692;8.7;43430.42393309552;6.2;46307.45121187382;10.2;49775.75637106872;18.7;50974.877568640666;14.6;51262.43253918154;11.1;51928.21617487397;9.0;52945.35577259449;10.2;53597.33407505068;19.6;53992.06578135416;11.4;54649.55469077754;29.9;55439.61561407572;43.1;63617.61515608919;37.2;64338.16728431793;25.7;64757.2490449235;32.9;64934.86535502088;30.9;67510.51735661384;25.6;70810.85558282651;43.7;71259.09913898312;11.5;73023.52310708739;15.6;77002.99117261682;35.1;77322.52483407027;9.9;79533.43358729982;24.6;79546.53003455244;38.2;80631.21326181943;17.2;82620.33837848861;16.7;83159.15105445808;37.3;83836.17915992702;22.9;84002.94737528263;13.8;86670.27036286988;29.7;86674.22882887912;32.3;88506.46178429549;36.1;89967.50679488729;23.6;90218.06719613637;10.9;90694.015508853;25.3;91457.9043691711;7.9;91654.53309717764;16.4;92116.42188223165;20.2;92304.287506298;11.0;93718.14800755137;14.8;96376.00534046092;26.2;1504828800;251
Neuenrade-Blintrop;32420021.99;5682866.33;292;14.8;9322.074165297548;21.1;14373.434158494272;23.3;14753.987344395919;13.3;15563.588381437583;23.5;19802.32287257486;23.8;21005.537726774462;12.2;21698.642922258183;13.4;26750.45542503759;14.8;27332.95040934749;36.1;27346.121492335347;34.8;29591.76078485089;10.7;30207.543638350184;10.4;31769.04778575825;22.6;32752.286261197583;7.3;33202.1960989086;32.3;35151.922643432415;24.6;35226.01183366742;25.6;35506.28202274674;34.5;35978.356088497756;38.2;36161.642387412096;10.4;37819.88596117093;37.3;38164.52615963192;25.3;39349.88994175482;27.7;42999.624297291004;22.4;43716.321938437366;11.8;45633.755939863564;35.1;46061.223368250256;23.6;46102.912775855846;17.9;46427.755976790206;3.7;48412.46613782557;27.9;49134.128013448135;43.7;49715.85256616406;17.0;49750.40335364211;10.6;50850.12697153374;12.8;51902.46273434972;11.2;52404.857158431376;18.4;52700.22514600809;37.2;53505.73235370219;11.8;54306.38887369877;22.9;55691.7982098078;32.9;57149.61644789109;5.7;57621.396250075115;20.2;57661.62922587575;18.5;57733.899932171305;10.5;58074.150364830224;17.1;58957.430527459095;30.9;59164.23075501241;21.6;60054.18041424331;26.2;60110.639947602736;43.1;61319.093865263974;6.0;1504828800;251
Neunkirchen-Seelscheid-Krawinkel;32385385.83;5633806.86;195;26.2;13260.080480669112;12.4;13799.892317898986;17.1;15068.428278849924;22.9;15264.4366368124;16.7;17547.92515534878;14.8;24286.729902304054;27.9;24288.402038061293;7.0;24969.54076131292;25.3;27962.260627532265;25.6;31652.904789672913;10.9;32061.760184531533;25.7;32712.201960322567;34.8;33236.201359897816;37.3;34831.218146424864;30.9;35014.21408107443;27.7;35662.794554482156;32.3;36351.61582311353;43.7;38268.81525066673;32.9;38835.35853832194;7.9;43582.28296364739;9.9;43985.527206965126;10.6;43985.655535997146;19.6;44614.45457780671;24.6;45449.12625822523;36.1;46323.65189233692;37.2;46639.76383132998;23.8;47414.76317866409;18.7;48423.29969067687;23.5;53592.156818851545;21.1;54033.430473303226;7.3;54319.90012806293;11.0;54353.5832435967;38.2;56527.78809616622;13.4;60054.18041424331;14.8;61062.949450958935;43.1;61518.211376760475;11.2;62995.19339047407;12.1;63725.28395320753;17.2;64910.09904652753;23.3;65643.23821906572;27.0;66725.72880045752;22.4;68128.82950525031;13.5;68364.41394792852;29.9;69512.81912554687;11.5;70285.6218480912;10.5;70912.35113248548;35.1;70917.49063616943;16.4;71733.17719608682;17.0;73035.02905974147;8.7;73197.38764398638;10.2;1504828800;251
Nideggen-Schmidt;32317992.59;5616772.8;350;11.5;8472.036079297084;15.6;11498.847688935293;17.2;18537.29946739815;10.2;20555.554696861767;16.4;22960.350719942515;29.7;26231.884702202216;9.9;27623.862809689126;11.0;29187.618044734238;8.7;29456.250973104216;20.9;30816.153171485665;18.0;37261.4399915664;7.9;38456.153193439495;12.1;39146.70722452353;13.5;41810.97715265647;10.9;43831.55687747599;19.6;44682.262768781984;31.5;46609.079452253565;26.7;51034.390637514494;23.7;52441.06957430492;25.7;54551.411344420056;26.6;54742.19797998963;14.8;55902.484709522956;16.7;56045.0101499992;7.0;57571.699946472414;18.7;65134.04557178798;30.9;68169.75934724031;22.9;68476.56064237219;17.2;68862.56320499434;12.4;69512.81912554687;26.2;69997.31277970054;32.9;71259.09913898312;14.8;73270.54406978656;27.0;75327.49461886048;43.7;77793.21915181028;37.2;81253.93298367388;17.1;83867.32565150419;25.3;84097.64641240695;43.1;84305.7558667329;37.3;88879.54407366687;32.3;89691.95321232633;29.9;92062.72004652726;8.8;93526.6728367099;27.9;94852.69145959947;14.8;96242.93026228943;25.6;96570.1076045506;34.8;97228.06611599504;36.1;97516.69850583938;38.2;103496.10224534293;14.6;104512.86794173927;27.7;106576.9526125328;23.5;1504828800;251
Nieheim;32507688.14;5739100.19;203;11.3;11696.507293325802;4.2;13070.085734917608;10.1;18903.86457735481;13.5;21749.098582720668;5.7;24745.672500480723;4.3;25419.40287275513;3.5;27439.85841352165;1.9;28036.696917633497;27.1;30196.402917803563;20.9;33220.33337833946;1.5;35998.5054373433;27.0;36969.19866225647;1.8;37695.79422336677;24.2;38139.56893894411;12.4;38787.74538700073;22.1;41647.4390411292;17.4;52981.430857813066;11.8;53760.05664918742;5.7;54044.007382825286;14.2;54724.08926660207;6.0;55930.73553637524;12.5;57230.51817294091;14.9;57920.10539948253;3.7;58700.6015364248;21.6;64719.753854539376;6.0;64983.218756730574;10.6;68200.10661751339;7.7;69437.03064296665;11.1;70500.44324786082;10.4;71576.8566764057;7.3;72554.4406280089;11.8;75808.60683138085;14.3;77841.05059334451;10.7;79955.1910771099;12.3;80268.58374078995;14.8;81601.3158892366;17.9;87054.21004395466;12.2;87970.74358644239;10.4;88249.89515146977;22.6;89625.81651959555;12.5;92367.77587448756;15.4;93353.19897391203;13.3;93860.96508048537;18.4;96517.99889793832;23.3;99562.40283561876;12.8;101016.1170422733;19.2;103625.63033995556;34.5;103949.19602944847;19.8;104151.85445935435;14.8;104736.30416596007;17.0;1504828800;251
Oerlinghausen (Nord);32476558.1;5757178.16;205;27.0;5320.900896550688;22.1;8288.884310500804;27.1;16773.813822561195;17.4;18256.839645130884;14.2;18995.232270443164;20.9;21156.789536902783;24.2;21936.053668981836;14.9;22616.88357437638;12.5;23478.29438640621;13.5;28881.691454359086;12.4;30895.097143867515;10.6;34648.73809548783;11.1;35649.07050671652;21.6;35998.5054373433;11.3;41098.540765404745;11.8;42305.927952986494;3.5;42317.61971859098;7.7;43499.19868477702;10.1;45768.26502842045;4.2;47665.8876026284;1.8;49313.861244705564;4.3;52461.97833991753;6.0;53736.58590069874;12.3;54334.14310058416;3.7;55620.21323801819;12.5;56347.5813307024;5.7;56832.53201772301;15.4;57271.860896143866;10.4;59306.762115785554;1.9;60042.02408844669;1.5;61262.263505309886;5.7;65080.667522390686;19.2;65175.58552524813;7.3;65835.89723030129;6.0;66476.65723975429;18.4;66680.66758288117;14.8;68532.38154422896;22.6;68608.76665236788;19.8;72952.91905042983;12.2;74646.58149176661;10.7;75877.44332999457;14.5;76867.83926927729;11.8;78471.90498542176;13.7;79674.59495789299;13.3;80896.11760172779;17.4;81183.74865985633;34.5;81511.89338400535;18.5;87935.88446669317;10.4;88040.18490915299;17.9;88684.66175282482;14.3;1504828800;251
Olfen;32386433.4;5729684.84;49;20.2;12687.532652908134;23.6;13064.006457905778;18.5;21756.75075704788;13.8;24590.831043821407;34.5;24831.33705647851;25.6;26030.53780538641;35.1;27980.29676795088;18.4;31494.49903390936;20.9;37336.15204067031;24.6;39076.09220449375;17.4;39534.90949862061;22.6;41581.113955742585;38.2;42119.40945212293;14.6;43113.19739816023;29.9;45697.89526282534;11.9;47899.54864520797;12.5;47975.79877018683;43.1;50114.88914663644;13.3;50397.65368843343;14.8;50554.68476710231;14.1;50860.95915566173;12.2;51500.60609993866;36.1;53037.264547713115;19.8;53325.18402304549;11.1;53408.88791769927;11.4;53513.4817092767;13.7;54481.85098173322;14.8;55034.46934117338;23.5;56277.79086472577;37.2;57621.396250075115;14.8;58082.06595367463;15.4;59872.19388533253;10.4;60577.59702858211;32.3;61249.18797733906;27.0;62514.29724451394;14.5;62648.2922695726;37.3;62919.981808139826;21.6;63048.17235421321;43.7;64834.467309085165;11.1;65610.99251867598;32.9;65933.8660588279;10.6;65993.03611068867;21.1;66298.37893271963;10.2;70091.79117554358;7.3;70166.15518301059;23.3;71057.98949114713;30.9;71167.87391221573;34.8;71677.48925044335;25.3;72251.55473634083;11.8;73833.73510075582;19.2;1504828800;251
Olsberg-Brunskappel;32463713.17;5681391.51;442;11.8;11413.698895993022;17.9;15821.799880397097;10.7;16750.714321786065;10.4;18811.919265299297;5.7;19783.34968005428;6.0;20678.63324579153;14.3;22264.838850427466;7.3;23998.361989777797;3.7;29980.577230208368;12.8;30595.205809579933;23.3;32834.02941201899;22.4;34153.134156104825;17.0;35242.385141901024;13.4;35603.90146437475;1.8;35721.754880197856;10.4;37177.057835587824;14.8;39473.15551042996;11.8;40292.787993468184;12.2;42295.42736034248;13.3;43163.81741424361;21.1;43716.321938437366;14.8;44754.538994164366;10.5;45852.84869305838;23.8;46254.92527357207;11.2;47169.110084554464;3.5;48004.64996472149;12.4;48904.42446027351;24.6;50396.62102714404;1.5;51016.15141370769;4.3;52527.27319310163;22.6;54913.481507377626;21.6;56017.091076986784;24.2;58525.00541380013;10.6;58563.72528206332;23.5;58573.11171776763;27.7;61182.62518337872;1.9;61215.72110609528;13.5;63205.04811842361;34.8;63659.55774893294;7.3;63745.076724095;25.6;66568.71286818366;34.5;67280.21791306626;4.2;70744.87953817777;36.1;70890.88886116982;27.9;72554.4406280089;11.3;73103.51707478346;18.4;73458.4129740253;22.1;74948.42357102859;32.3;76392.27107195156;25.3;76399.55001626111;27.1;1504828800;251
Ostbevern-Schirlheide;32421205.73;5762628.0;55;12.5;12562.59830883735;15.4;17565.036988134452;19.8;21121.39747130946;11.1;24820.997979041094;10.6;25354.189053714468;17.4;26708.725793494472;13.7;28655.19472059689;18.4;29338.269927168258;14.5;31333.23601881041;19.2;33887.809576655876;14.9;35374.67603206268;18.5;37052.81531222622;11.9;39780.18648028284;21.6;42046.30394525234;14.2;47899.54864520797;20.2;47915.757353509216;20.9;48158.34837286803;22.6;48570.4140375454;12.5;49031.17819433709;34.5;51495.07540944272;22.1;55135.666883086014;24.2;55242.59072341257;23.6;55620.21323801819;27.0;56024.806606043916;11.8;56455.850733684034;10.4;56770.234695463674;13.8;59238.186538868526;14.8;60133.54009153745;12.4;61272.31396378628;12.2;62623.630687310186;17.4;63008.09772195353;14.1;63791.81959926879;27.1;65745.7338537318;13.3;66041.34834854836;7.7;68099.3469495937;24.6;69709.43284056745;3.7;70086.84665611241;12.3;70254.09252626053;7.3;71340.15342949089;35.1;72296.75887693372;13.5;72366.99175950543;20.9;72524.16587418343;25.6;79770.8055028686;14.8;79972.31976733582;10.7;82289.65187513926;1.8;83059.19890307238;38.2;84517.43497179262;3.5;85967.99294831206;23.3;86110.23795822618;5.7;86151.13574836339;23.5;1504828800;251
Overath-Böke;32378892.53;5647404.43;221;22.9;13948.572240126636;16.7;15068.428278849924;26.2;16145.465203936597;25.3;20204.077223157085;30.9;20774.69447503805;37.3;21066.184123331383;25.7;21419.089221580514;43.7;23257.410540240176;32.9;24356.07250826164;32.3;26292.7612419175;14.8;26762.300866561913;17.1;27915.46595647086;12.4;28405.637966782764;34.8;29656.280609213067;25.6;31287.424454474414;37.2;32909.440129276096;27.9;34094.352227783435;19.6;34129.13459549978;18.7;34255.617066320774;36.1;35340.231280544635;7.0;37445.441018346566;10.9;40317.01375008799;27.7;40359.10546863156;23.5;41122.78106809588;38.2;44288.34215385519;9.9;44513.780215214894;7.9;45561.26342787856;23.8;45999.30959882186;43.1;48624.60032508076;24.6;49820.56033848378;21.1;51079.59243738166;27.0;52227.24197284305;10.6;53314.40796289191;29.9;53496.99896277989;12.1;54306.38887369877;14.8;56418.81489441195;13.4;57105.86911400032;35.1;58909.824280250905;11.0;62245.38774728997;23.3;64247.89687018909;7.3;64767.46912046474;17.2;65611.92890144457;8.7;66714.53422033157;23.7;67271.96079381072;13.3;67512.4126611578;31.5;67962.15284233812;10.2;68169.75934724031;11.5;68441.44196568838;11.2;68474.71759346662;17.2;69492.75440140335;25.6;1504828800;251
Petershagen;32501197.95;5803493.5;43;6.0;25512.805872831363;7.7;29913.056799036112;12.3;35795.447584369635;17.4;38511.50467322977;20.9;42488.71480330913;12.5;51373.09739627765;27.1;51575.34246317272;14.2;52461.97833991753;27.0;57122.36337909156;22.1;59880.64965817;10.1;62286.088113658174;14.9;64719.753854539376;11.3;67434.40210228424;13.5;71394.67285607477;10.6;71698.22086610385;5.7;71714.97042094312;11.1;73384.52890900869;24.2;76034.72788270561;4.2;78940.70264208294;19.2;80542.12775266838;12.4;83538.93715872821;15.4;85617.23839239389;3.5;86528.63715646006;21.6;88504.37348493283;4.3;89826.19047236841;12.5;91729.51915014103;1.9;93554.04688686409;11.8;94249.2347840831;19.8;94751.92808751985;1.8;94910.01582069953;14.5;97834.03513464307;1.5;101946.83031648675;13.7;106298.39407050256;3.7;109491.61204388409;10.4;110561.19068450246;5.7;110884.20431876298;17.4;110997.43462881932;18.4;113872.8749363276;6.0;117597.44802142304;7.3;118172.71465653795;11.9;118509.98823184312;22.6;118647.42643902985;14.8;123411.8083275123;18.5;124669.6484679561;12.2;126908.90128854805;10.7;127726.91139540002;11.8;128914.14390470847;34.5;131336.78728698898;13.3;135449.97467291998;20.9;136450.06509231974;20.2;1504828800;251
Plettenberg;32421254.12;5673626.25;230;21.1;9322.074165297548;14.8;10502.740799324436;23.8;12726.215763973016;23.3;14091.846021884134;13.4;16583.718606464663;23.5;21561.57120273356;34.8;23542.868023851133;13.3;25872.68197508154;24.6;27226.53415155591;25.6;27562.381746321866;10.4;28668.22000801741;36.1;29272.50113189855;12.2;30180.12441502719;27.7;31310.665421769376;10.7;31800.914817964687;32.3;34034.30300232226;25.3;34277.87665144893;14.8;35877.353807115185;22.4;36186.33328204254;37.3;37012.20741229559;7.3;39581.71498230013;38.2;39781.94373526832;27.9;40446.78073647544;10.6;40909.36141400497;22.6;42780.71956201154;17.0;43017.677171547344;10.4;43163.81741424361;11.8;43192.31038673476;17.9;43504.172823747824;11.2;44594.890208509314;34.5;44681.4268756268;12.8;48400.70532828897;43.7;49820.56033848378;22.9;49919.40397388651;10.5;50174.6322487881;17.1;50546.314500962995;3.7;51654.25376800589;35.1;53417.56671444332;7.3;53592.156818851545;26.2;53644.1117029066;37.2;54050.50979148776;23.6;55041.63953342182;32.9;57554.87029136071;30.9;58797.817227681786;5.7;58891.80155693727;14.3;59587.56201646201;11.8;61725.46878175447;18.4;62100.11054437693;6.0;63003.15581985209;43.1;63079.59483699853;16.7;1504828800;251
